,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
23163,She made it home and disappointed her mother by forgetting things.,0,0,1,0,1,0,1,0
23164,Jane and her husband never had any free time.,1,1,0,0,1,1,1,1
23165,Jane and her husband never had any free time.,0,0,0,0,1,0,0,0
23166,Jane and her husband never had any free time.,0,0,0,0,1,0,1,0
23167,Jane and her husband never had any free time.,0,0,0,0,1,1,1,0
23168,Jane and her husband never had any free time.,0,0,1,0,1,0,0,0
23169,Jane and her husband never had any free time.,0,0,0,0,1,1,1,0
23170,One night the oldest kid offered to babysit.,1,0,0,1,0,0,0,0
23171,One night the oldest kid offered to babysit.,1,1,0,1,0,0,0,1
23172,One night the oldest kid offered to babysit.,1,1,1,1,0,0,0,1
23173,One night the oldest kid offered to babysit.,1,0,0,0,0,0,0,0
23174,One night the oldest kid offered to babysit.,1,1,0,1,0,0,0,0
23175,One night the oldest kid offered to babysit.,1,1,0,1,0,0,0,0
23176,Jane and her husband were able to go out and have fun.,1,1,0,1,0,0,0,0
23177,Jane and her husband were able to go out and have fun.,1,1,1,1,0,0,0,1
23178,Jane and her husband were able to go out and have fun.,1,0,0,0,0,0,0,1
23179,Jane and her husband were able to go out and have fun.,1,1,1,1,0,0,0,1
23180,Jane and her husband were able to go out and have fun.,1,1,0,0,0,0,0,0
23181,Jane and her husband were able to go out and have fun.,1,1,0,0,0,0,0,0
23182,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23183,They greatly enjoyed their night out.,1,1,0,1,0,0,0,1
23184,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23185,They greatly enjoyed their night out.,1,1,0,1,0,0,0,1
23186,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23187,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23188,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23189,They greatly enjoyed their night out.,1,1,0,1,0,0,0,0
23190,They greatly enjoyed their night out.,1,1,0,0,0,0,0,1
23191,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23192,They greatly enjoyed their night out.,1,1,0,0,0,0,0,0
23193,They greatly enjoyed their night out.,0,1,0,0,0,0,0,0
23194,Jen felt cold at her house.,0,0,0,1,1,1,0,0
23195,Jen felt cold at her house.,0,0,1,1,1,1,1,1
23196,She put on a sweater and turned up the heat.,0,0,0,1,1,0,0,0
23197,She put on a sweater and turned up the heat.,1,1,0,0,0,0,0,1
23198,She put on a sweater and turned up the heat.,1,0,0,0,0,0,0,1
23199,Soon the house was at 85 degrees.,1,1,0,1,0,0,0,1
23200,Soon the house was at 85 degrees.,1,1,0,1,0,0,0,1
23201,Soon the house was at 85 degrees.,1,0,0,0,0,0,0,1
23202,Jen got so warm she opened a window.,0,0,0,0,0,0,1,0
23203,Jen got so warm she opened a window.,0,0,0,1,0,0,0,0
23204,Jen got so warm she opened a window.,0,0,0,1,0,0,0,1
23205,The cool air from outside balanced out the heat.,1,0,0,0,0,0,0,0
23206,The cool air from outside balanced out the heat.,1,1,0,1,0,1,0,1
23207,The cool air from outside balanced out the heat.,1,0,0,0,0,0,0,0
23208,Lucy forgot to bring her lunch to work.,0,0,0,1,1,1,0,1
23209,Lucy forgot to bring her lunch to work.,0,0,0,1,1,1,1,0
23210,Lucy forgot to bring her lunch to work.,0,0,0,0,1,0,0,0
23211,She decided to go buy something.,0,0,0,0,0,0,0,0
23212,She decided to go buy something.,0,0,1,1,1,1,1,0
23213,She decided to go buy something.,0,0,0,0,0,1,1,0
23214,The only nearby restaurant was closed.,0,0,0,1,1,0,0,0
23215,The only nearby restaurant was closed.,0,0,1,1,1,1,1,0
23216,The only nearby restaurant was closed.,0,0,0,1,0,0,0,0
23217,She decided to just skip lunch and eat a big dinner.,0,0,0,0,1,1,0,0
23218,She decided to just skip lunch and eat a big dinner.,0,0,0,0,0,1,1,0
23219,When she got home she realized she forgot to buy anything for dinner.,0,0,0,1,1,1,0,1
23220,When she got home she realized she forgot to buy anything for dinner.,0,0,0,1,1,0,0,0
23221,She was passing a driveway when a dog came running towards her.,1,0,1,1,0,0,0,1
23222,She was passing a driveway when a dog came running towards her.,0,1,1,0,0,0,0,0
23223,She was passing a driveway when a dog came running towards her.,1,1,0,0,0,0,0,1
23224,She was passing a driveway when a dog came running towards her.,0,0,1,1,0,0,0,1
23225,She was passing a driveway when a dog came running towards her.,0,0,1,1,1,1,1,1
23226,She was passing a driveway when a dog came running towards her.,0,0,1,1,0,0,0,0
23227,The dog's owner yelled for it to stop but it ran faster.,0,0,0,0,0,1,1,0
23228,The dog's owner yelled for it to stop but it ran faster.,0,0,1,1,0,0,0,0
23229,The dog's owner yelled for it to stop but it ran faster.,0,0,1,1,0,0,1,1
23230,Robin wasn't sure what to do so she just braced herself.,0,1,1,1,0,1,0,0
23231,Robin wasn't sure what to do so she just braced herself.,1,1,1,0,0,1,1,0
23232,Robin wasn't sure what to do so she just braced herself.,0,0,1,1,1,0,0,1
23233,Robin wasn't sure what to do so she just braced herself.,0,0,1,1,0,0,0,1
23234,Robin wasn't sure what to do so she just braced herself.,0,0,1,1,0,0,0,1
23235,Robin wasn't sure what to do so she just braced herself.,0,0,1,1,0,0,0,1
23236,The dog jumped on her until it's owner retrieved it.,0,0,1,1,1,1,1,0
23237,The dog jumped on her until it's owner retrieved it.,1,0,1,1,0,0,0,1
23238,The dog jumped on her until it's owner retrieved it.,0,0,0,1,0,1,1,1
23239,The dog jumped on her until it's owner retrieved it.,1,1,1,1,0,0,0,1
23240,The dog jumped on her until it's owner retrieved it.,1,0,0,0,0,0,0,1
23241,The dog jumped on her until it's owner retrieved it.,1,1,0,1,0,0,0,1
23242,The dog jumped on her until it's owner retrieved it.,0,0,1,1,0,0,0,1
23243,The dog jumped on her until it's owner retrieved it.,0,0,1,1,0,0,0,0
23244,The dog jumped on her until it's owner retrieved it.,1,1,0,1,0,0,0,1
23245,Lana wanted a job in entertainment.,1,1,0,1,0,0,0,1
23246,Lana wanted a job in entertainment.,1,0,0,0,0,0,0,1
23247,Lana wanted a job in entertainment.,1,1,0,1,0,0,0,1
23248,So she decided to do a music video.,1,1,0,1,0,0,0,1
23249,So she decided to do a music video.,1,0,0,0,0,0,0,0
23250,So she decided to do a music video.,1,1,0,1,0,0,0,1
23251,"It took 10 hours to do the video, and it was grueling.",0,0,0,1,1,1,0,1
23252,"It took 10 hours to do the video, and it was grueling.",0,0,0,1,1,1,0,0
23253,"It took 10 hours to do the video, and it was grueling.",0,0,0,1,1,0,0,0
23254,The artist came on to her for sexual favors too.,0,0,1,1,1,1,1,0
23255,The artist came on to her for sexual favors too.,0,0,0,1,0,0,1,0
23256,The artist came on to her for sexual favors too.,0,0,1,1,1,1,1,0
23257,The artist came on to her for sexual favors too.,0,0,0,0,0,0,0,1
23258,The artist came on to her for sexual favors too.,1,0,0,0,0,0,0,1
23259,The artist came on to her for sexual favors too.,0,0,1,1,1,1,1,0
23260,"She was so sickened by it, she ran off set and went home.",0,0,1,1,1,1,1,1
23261,"She was so sickened by it, she ran off set and went home.",0,0,1,0,1,1,0,0
23262,"She was so sickened by it, she ran off set and went home.",0,0,1,1,1,1,1,0
23263,Professor Smith was a well liked teacher of black history.,1,1,0,0,0,0,0,0
23264,Professor Smith was a well liked teacher of black history.,1,1,0,0,0,0,0,0
23265,Professor Smith was a well liked teacher of black history.,1,0,0,0,0,0,0,0
23266,"At church one Sunday, a student stood by him to talk to him.",1,1,0,0,0,0,0,0
23267,"At church one Sunday, a student stood by him to talk to him.",1,1,0,0,0,0,0,0
23268,"At church one Sunday, a student stood by him to talk to him.",1,1,0,1,0,0,0,1
23269,"At church one Sunday, a student stood by him to talk to him.",1,1,0,1,0,0,0,1
23270,"At church one Sunday, a student stood by him to talk to him.",0,1,1,0,0,0,0,1
23271,Professor Smith didn't remember the student and was worried.,0,0,1,1,0,0,0,0
23272,Professor Smith didn't remember the student and was worried.,0,0,1,1,0,0,0,1
23273,Professor Smith didn't remember the student and was worried.,0,0,1,1,1,1,1,0
23274,Professor Smith didn't remember the student and was worried.,0,0,1,1,1,0,0,1
23275,Professor Smith didn't remember the student and was worried.,0,0,0,1,1,0,0,0
23276,Professor Smith didn't remember the student and was worried.,1,1,0,0,0,0,0,0
23277,"The student was offended, plus, Professor Smith invited her to church!",0,0,0,1,1,1,0,0
23278,"The student was offended, plus, Professor Smith invited her to church!",0,0,0,1,1,0,0,1
23279,"The student was offended, plus, Professor Smith invited her to church!",0,0,1,1,1,1,1,0
23280,"The student was offended, plus, Professor Smith invited her to church!",0,0,0,0,1,0,1,0
23281,"The student was offended, plus, Professor Smith invited her to church!",0,0,0,1,1,0,1,0
23282,"The student was offended, plus, Professor Smith invited her to church!",0,0,0,1,1,1,1,0
23283,"Professor Smith asked for forgiveness, he'd recently had a stroke.",0,0,1,1,1,1,0,0
23284,"Professor Smith asked for forgiveness, he'd recently had a stroke.",0,0,1,1,1,0,0,1
23285,"Professor Smith asked for forgiveness, he'd recently had a stroke.",0,0,1,0,1,0,0,0
23286,Yesterday Tina made a blueberry pie.,1,1,0,1,0,0,0,1
23287,Yesterday Tina made a blueberry pie.,1,1,0,0,0,0,0,0
23288,She thought it would turn out great.,1,1,0,0,0,0,0,1
23289,She thought it would turn out great.,0,0,0,1,0,0,0,1
23290,However unfortunately the pie turned out horrible.,0,0,0,1,1,1,1,0
23291,However unfortunately the pie turned out horrible.,0,0,0,1,1,1,1,0
23292,However unfortunately the pie turned out horrible.,0,0,0,1,0,0,0,0
23293,"When she went to taste it, it tasted terrible.",0,0,0,1,1,1,0,0
23294,"When she went to taste it, it tasted terrible.",0,0,0,0,1,0,0,0
23295,"When she went to taste it, it tasted terrible.",0,0,0,1,0,0,0,0
23296,Tina had to throw it out.,0,0,0,1,0,1,0,0
23297,Tina had to throw it out.,0,0,0,0,1,1,0,0
23298,Tina had to throw it out.,0,0,0,0,1,1,1,0
23299,Tom and Keira had been together for years.,1,1,0,0,0,0,0,1
23300,Tom and Keira had been together for years.,1,1,0,0,0,0,0,0
23301,Tom and Keira had been together for years.,1,1,0,0,0,0,0,0
23302,Tom and Keira had been together for years.,1,1,0,0,0,0,0,0
23303,"They had arguments, but lately they'd been fighting.",0,0,1,0,1,1,1,1
23304,"They had arguments, but lately they'd been fighting.",0,0,0,1,1,0,1,0
23305,"They had arguments, but lately they'd been fighting.",0,0,0,0,1,0,1,0
23306,"They had arguments, but lately they'd been fighting.",0,0,1,1,1,1,1,1
23307,"They had arguments, but lately they'd been fighting.",0,0,1,1,1,1,1,0
23308,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,1,1,1,1,1,1
23309,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,1,1,1,1,1,0
23310,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,1,1,1,1,1,1
23311,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,0,0,0,1,1,0
23312,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,1,1,1,1,1,1
23313,"One night at a restaurant, Tom got mad and threw a bun at Keira.",0,0,0,0,0,0,1,0
23314,"Keira got furious, and threw her fries and drink at Tom.",0,0,1,1,1,1,1,1
23315,"Keira got furious, and threw her fries and drink at Tom.",1,1,0,1,0,0,0,1
23316,"Keira got furious, and threw her fries and drink at Tom.",0,0,1,1,0,1,1,0
23317,"Keira got furious, and threw her fries and drink at Tom.",0,0,1,1,1,1,1,1
23318,"Keira got furious, and threw her fries and drink at Tom.",0,0,0,1,0,0,1,1
23319,"Keira got furious, and threw her fries and drink at Tom.",0,0,0,1,1,0,1,0
23320,Now they were in a full on food fight and were quickly asked to leave.,0,0,0,0,0,0,1,0
23321,Now they were in a full on food fight and were quickly asked to leave.,0,0,1,1,1,1,1,1
23322,Now they were in a full on food fight and were quickly asked to leave.,0,0,0,1,0,1,1,0
23323,Now they were in a full on food fight and were quickly asked to leave.,0,0,0,1,1,1,1,0
23324,Now they were in a full on food fight and were quickly asked to leave.,0,0,1,1,1,1,1,1
23325,Joe and Jane were two candidates for a job.,1,1,1,0,0,0,0,1
23326,Joe and Jane were two candidates for a job.,0,0,0,0,0,0,0,1
23327,Joe and Jane were two candidates for a job.,0,0,1,0,0,0,0,1
23328,Joe and Jane were two candidates for a job.,0,0,1,0,0,0,0,0
23329,Joe and Jane were two candidates for a job.,0,0,1,1,1,1,1,0
23330,Joe and Jane were two candidates for a job.,1,1,1,0,0,0,0,1
23331,Joe was knowledgeable and intelligent.,1,1,0,0,0,0,0,0
23332,Joe was knowledgeable and intelligent.,0,1,0,0,0,0,0,1
23333,Joe was knowledgeable and intelligent.,1,1,0,0,0,0,0,1
23334,"However, the hiring manager liked Jane's personality.",1,1,0,0,0,0,0,0
23335,"However, the hiring manager liked Jane's personality.",1,1,0,0,0,0,0,1
23336,"However, the hiring manager liked Jane's personality.",1,1,0,0,0,0,0,1
23337,The hiring manager decided to flip a coin to decide who to hire.,0,0,0,0,0,0,0,1
23338,The hiring manager decided to flip a coin to decide who to hire.,0,1,0,0,0,0,0,1
23339,The hiring manager decided to flip a coin to decide who to hire.,0,1,0,0,0,0,0,1
23340,The coin landed on heads and Jane was hired.,1,0,0,0,0,0,0,1
23341,The coin landed on heads and Jane was hired.,1,0,0,1,0,0,0,1
23342,The coin landed on heads and Jane was hired.,1,0,0,1,0,0,0,1
23343,The coin landed on heads and Jane was hired.,1,1,0,1,0,0,0,1
23344,The coin landed on heads and Jane was hired.,1,0,0,0,1,1,0,1
23345,The coin landed on heads and Jane was hired.,1,1,0,0,0,0,0,1
23346,The coin landed on heads and Jane was hired.,0,0,0,1,1,1,1,1
23347,The coin landed on heads and Jane was hired.,0,0,0,1,1,0,0,0
23348,Me and my brothers grew up in a neighbor with a lot of kids.,1,1,0,0,0,0,0,1
23349,Me and my brothers grew up in a neighbor with a lot of kids.,1,1,0,0,0,0,0,1
23350,Me and my brothers grew up in a neighbor with a lot of kids.,1,1,0,0,0,0,0,1
23351,Me and my brothers grew up in a neighbor with a lot of kids.,1,0,0,0,0,0,0,0
23352,Me and my brothers grew up in a neighbor with a lot of kids.,1,1,1,0,0,0,0,1
23353,Everyday after school we would all get together and play football.,1,1,0,0,0,0,0,1
23354,Everyday after school we would all get together and play football.,1,1,0,0,0,0,0,1
23355,Everyday after school we would all get together and play football.,1,1,0,0,0,0,0,1
23356,Everyday after school we would all get together and play football.,0,0,0,0,0,0,0,0
23357,Everyday after school we would all get together and play football.,1,0,0,0,0,0,0,1
23358,Everyday after school we would all get together and play football.,1,1,0,0,0,0,0,1
23359,One day my little brother was injured while being tackled.,0,1,1,1,1,0,0,1
23360,One day my little brother was injured while being tackled.,0,0,1,0,1,0,0,1
23361,One day my little brother was injured while being tackled.,0,0,1,0,1,0,0,0
23362,One day my little brother was injured while being tackled.,0,0,0,0,0,0,0,0
23363,He could not walk and was in a lot of pain.,0,0,1,1,1,0,0,1
23364,He could not walk and was in a lot of pain.,0,0,1,0,1,0,0,1
23365,He could not walk and was in a lot of pain.,0,0,1,1,1,1,1,1
23366,He could not walk and was in a lot of pain.,0,0,1,1,0,1,0,0
23367,He could not walk and was in a lot of pain.,0,0,1,1,1,1,1,0
23368,He could not walk and was in a lot of pain.,0,0,1,1,1,1,1,1
23369,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,0,0,0
23370,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,0,0,1
23371,Our parents took him to hospital and learned he had broken his leg.,0,0,1,0,1,0,0,0
23372,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,0,0,1
23373,Our parents took him to hospital and learned he had broken his leg.,0,0,0,0,1,0,1,1
23374,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,1,1,0
23375,Our parents took him to hospital and learned he had broken his leg.,0,0,1,0,1,0,0,0
23376,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,0,0,1
23377,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,1,1,1,0
23378,Our parents took him to hospital and learned he had broken his leg.,0,0,1,1,0,0,0,0
23379,Our parents took him to hospital and learned he had broken his leg.,0,1,1,1,1,0,0,0
23380,Our parents took him to hospital and learned he had broken his leg.,0,1,1,1,1,0,0,1
23381,Our parents took him to hospital and learned he had broken his leg.,1,0,1,1,0,0,0,1
23382,She was talking on the cell phone.,1,0,0,0,0,0,0,0
23383,She was talking on the cell phone.,1,1,0,0,0,0,0,1
23384,She was talking on the cell phone.,1,1,0,0,0,0,0,1
23385,"Gary didn't notice however, he was running towards her.",0,0,1,1,0,0,0,0
23386,"Gary didn't notice however, he was running towards her.",0,0,1,1,0,1,1,0
23387,"Gary didn't notice however, he was running towards her.",0,0,1,1,0,1,1,0
23388,He pushed her back and she landed in the pool.,0,0,1,1,1,1,1,0
23389,He pushed her back and she landed in the pool.,0,0,1,1,1,1,1,0
23390,He pushed her back and she landed in the pool.,0,0,1,1,0,0,0,1
