,emotion,plutchik,selection0,selection1,label
7717,"['Happy', 'Joyful', 'angry', 'none']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Andre was kicking flowers in the yard.,After a while he noticed a bad smell.,0
7718,"['happy', 'excited', 'proud', 'thrilled', 'positive']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","He stood and it all came together, he was riding the wave.",He accidentally lost it there.,0
7719,"['none', 'spiteful', 'gleeful', 'afraid', 'inferior', 'sad', 'small']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",I was playing the game at a beach early in the morning.,Beth was being bullied by a girl at school.,1
7720,"['none', 'disappointed', 'surprised', 'worried']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All of his friends were confused and did not laugh.,"When they arrived, no one was in sight.",1
7721,"['disgusted', 'unworried', 'believed', 'sick', 'happy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He went and bought the first car he saw.,He ate the steak.,1
7722,"['none', 'Upset', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",She took good care of them until she slept on the grass on her lawn.,He really wanted to be put in charge of the computer lab.,0
7723,"['irked', 'disappointed', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",But she accidentally cracked the yolks!,The kite was ruined.,0
7724,"['disappointed', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",The wall was just one-foot tall after all of his work.,Ann wanted to fix an extra special meal to impress her new in-laws.,0
7725,"['none', 'Happy', 'satisfied', 'achievement', 'relieved']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Insurance covered the damage and he was able to get a new kitchen!,"After a few months, she decided to call me.",0
7726,"['friendly', 'a connection', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",We started talking about work we did in private messages.,A V P. of the company came out to stake out the dimensions of the pool.,0
7727,"['guilty', 'lazy', 'Stupid', 'disappointed', 'angry', 'frustrated', 'bad', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Thankfully she had a very healthy remainder of her pregnancy.,But i didn't do it instead i watch a movie that night.,1
7728,"['none', 'guilty', 'confused', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}","But at the last second, he decided not to.",He watched as a weary owl flew low against the brightening sky.,0
7729,"['none', 'happy', 'surprised', 'determined', 'accomplished', 'indifferent']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She became a concert musician and never thought of the guy again.,Anna was visiting Turkey.,0
7730,"['happy', 'accomplished', 'proud']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She had hundreds of plants.,"It took 10 hours to do the video, and it was grueling.",0
7731,"['none', 'happy', 'silly', 'angry', 'amused', 'indifferent', 'embarassed', 'embarrassed', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gina laughed at how silly Lisa was.,She couldn't wait to take a bath.,0
7732,"['happy', 'joyous']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They shopped at lots of interesting stores.,Dale woke up unable to produce a sound.,0
7733,"['none', 'positive', 'sad', 'compassionate', 'compassion']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He did not want to use poison or traps.,This news went to Scott's head and he began to brag to people.,0
7734,"['sorry', 'Angry', 'Frustrated', 'Upset', 'regretful', 'angry', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She told him she would take his ball away if he did it again.,It hit our brick fireplace and broke.,1
7735,"['none', 'bad', 'sad', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She attended the party and had a great time in her old dress!,Tom was not a good singer.,1
7736,"['none', 'frustrated', 'bothered', 'fidgety', 'hurried', 'in pain']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He'd been holding it because he was busy.,He sent Santa a christmas letter.,0
7737,"['none', 'joy', 'happy', 'content', 'purpose', 'torn']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My co worker knew I was new and took it upon himself to train me.,"Though she missed her salary, Milly knew what was truly important.",1
7738,"['panicked', 'worried', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",All his roommates loved the smell.,Kara saw smoke coming under her bedroom door.,1
7739,"['none', 'happy', 'delighted', 'wanted']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The director asked Ned to help coach the team.,They police arrested Bob and sent him to jail.,0
7740,"['none', 'calm', 'thankful', 'secure']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He packed his camo clothes and his pack.,Everything went by smoothly and he was kept informed.,1
7741,"['happy', 'relieved']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There wasn't anyone smarter than Jason in my class.,Then Joe remembered some fast food places still served breakfast.,1
7742,"['enlightened', 'sadness', 'irritated', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","At the store, they choose a king sized pillow top bed.",Part of it said no jeans.,1
7743,"['surprise', 'like going home']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 3, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","The wind was so strong, she almost lost her kite!",Emily was at the grocery store late one night.,0
7744,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Her teacher saw Holly napping.,Peter is a concierge in our building.,1
7745,"['none', 'sad', 'upset', 'distressed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mark was so upset and he called his family.,Warren screamed for the captain to rush him to a hospital.,0
7746,"['sneaky', 'smug', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He decided to go to the local nursery to find a young tree.,What i did was i memorized what my classmate is reading.,1
7747,"['Sneaky', 'dumb', 'stupid', 'anxious', 'incompetent', 'COMFORTABLE']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Matthew was anxiously waiting for his state test results.,Megman burnt the water trying to boil it.,1
7748,"['panic', 'frustrated', 'scared', 'nervous', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",While she was driving she realized that she was lost!,Lucy poured the Comet in not realizing she used too much.,0
7749,"['happy', 'excited', 'ecstatic']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Irena was so excited!,We ended up ordering four pizzas.,0
7750,"[""exhausted and disappointed that he didn't get much money."", 'ashamed', 'realised']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}","When she got home, she turned on the lights and there was a party!",Jay never begged for money again.,1
7751,"['sad', 'stupid', 'relieved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}","With a burp, he stumbled off the track and passed out in a ditch.",Eliza was mad that Kelly said that.,0
7752,"['aimless', 'anxious']","{'joy': 0, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He wasn't sure what he was going to do.,Kenny walked into his new classroom.,0
7753,"['anticipation', 'nervous', 'worried', 'accomplished', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We got in the car and drove to the office.,The next day the construction is halted.,0
7754,"['artistic', 'expressive', 'creative', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Ryan and Shaina talk often, a decade later, but never met in person.",She loved art that helped people dream and forget their troubles.,1
7755,"['resourceful', 'happy', 'surprised']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Ben bought a dog crate for an upcoming airline trip.,She found a lot of books used for cheap.,1
7756,"['lost', 'sad', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was very sad because of the breakup.,When she stepped outside though it started to rain.,0
7757,"['satisfied', 'thankful', 'grateful', 'none', 'sorry', 'guilty', 'relieved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",We've made plans to go see a band.,The dog never shit in my yard again.,1
7758,"['Davis never liked the idea of fishing.', 'unenthusiastic', 'Uninterested', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Davis never liked the idea of fishing.,He reached third base.,0
7759,"['happy', 'hopeful', 'confused']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Kim felt dumb as she left to work.,It was successful but greatly annoyed users.,1
7760,"['none', 'longing', 'anxious', 'positive']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Alex had wanted a pet dog for her whole life.,He got up the following morning and went to school.,0
7761,"['scared', 'happy', 'intense']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Soon, she was flying down the path.",Tom made a big scene out of quitting.,0
7762,"['Mad', 'fear', 'frustrated', 'irresponsible', 'sympathetic']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",The whole team celebrated into the night.,"The next day, Rob ended up losing his wallet.",1
7763,"['disappointed', 'upset', 'like a failure', 'brave']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",I decided to drop a ball from the edge.,Tom was outclassed and easily beaten.,1
7764,"['sad', 'accomplished', 'secure', 'proud', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Eventually, Joe became a strong man, a father and a loving grandpa.",He had to pick the ones he wanted.,0
7765,"['grateful', 'obligated', 'cherished', 'connected', 'lucky', 'friendly']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Betsy finally arrives in Phoenix after flying from Atlanta.,Lucy was so honored she gave her the bracelet.,1
7766,"['none', 'drowsy', 'like getting drunk', 'joyful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom was at the bar.,There was a loud crack in the distance.,0
7767,"['Fascinated', 'awe', 'explorative', 'interested', 'amazed', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He prescribed an antidepressant for her.,Marissa and Brad visited an old castle.,1
7768,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ivan walked through a park and found an old camera.,He loved watching all his old tapes.,0
7769,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Alice had very long hair.,"Luckily, someone spotted it on the ground.",0
7770,"['worried', 'Sympathetic', 'hurt', 'Pensive', 'Depressed', 'overwhelmed', 'PAINED']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Mark decided the tour would be an awesome start to the day.,He is going to be in pain for a while with his hurt back.,1
7771,"['none', 'excited', 'surprised', 'loving', 'desire', 'generous']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Then Charles realized he'd forgotten his gun!,Jennifer wished to purchase her mom and wonderful birthday gift.,1
7772,"['Guilty', 'afraid', 'abused', 'controlling', 'upset', 'threatened', 'angry', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",His mom used it as a threat whenever he acted up.,The Smiths were having a family dinner.,0
7773,"['apathetic', 'ashamed', 'useless']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Jack was late to work often.,"One day, he was asked to work with seals, sea lions and walruses.",0
7774,"['lifeless', 'embarassed', 'none', 'Hatred', 'shocked', 'angry', 'apologetic', 'in love', 'passionate', 'happy', 'loved']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He falls and hits his head on the floor.,No one in town could believe that Phil left his wife for Laurel.,1
7775,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I walked inside my classes and sat down.,"Igor told his son death was like that, but with atoms.",0
7776,"['fear', 'grateful']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It was hours before she finally stumbled back onto the path.,She was worried she would never see him again.,0
7777,"['eager', 'happy']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Elizabeth decided to go to a furniture store to get a proper light.,The beer came while he was playing pool.,0
7778,"['none', 'hopeful', 'impatient']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He bought a racquet and joined a tennis club.,Seth had always wanted to get married.,1
7779,"['irresponsible', 'sad', 'careless']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",But I find that I leave a lot of things unchecked.,Joe was very excited for the Paralympics.,0
7780,"['none', 'happy', 'productive', 'determined', 'motivated', 'active']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day he had a hankering to play the old classic Nintendo.,One of them went out and stated to rototill.,1
7781,"['scared', 'daring', 'adventurous', 'excited']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Samantha was playing in the snow the night before.,When we finally found it we had to dare each other to get in.,1
7782,"['none', 'excited', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He felt bad but he just wasn't in love anymore.,Annie took a picture with her family and her boyfriend.,1
7783,"['none', 'careless', 'forgetful', 'apprehensive', 'paranoid']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He was dating a girl with different tastes.,She left them on even when she wasn't there.,1
7784,"['relieved', 'happy', 'hopeful', 'Proud', 'proud']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",For a moment she went to cut some fruit.,"During my recent visit, my dentist told me that I had no new cavities.",1
