,emotion,plutchik,selection0,selection1,label
4964,"['scared', 'calm']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He picked out some honey oats from his pantry.,May Larker was a paranormal investigator.,1
4965,"['surprised', 'nervous', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She flew in an airplane and was driven to the studio.,His dad practiced with him every day.,0
4966,"['grateful', 'fearful', 'happy', 'concerned']","{'joy': 2, 'trust': 1, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","After the war, Anna adopted the girl as her own.",Her scooter died in the parking lot!,0
4967,"['worried', 'sad', 'want']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Now Mike doesn't have any money.,His head was down and he mindlessly walked into a tree.,0
4968,"['satisfied', 'surprised', 'defeated', 'accomplished', 'victorious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",The next time he played his brother he beat him at last!,They begin to date.,0
4969,"['excited', 'happy', 'confident']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She applied for a job as a software engineer.,He went to the dentist.,0
4970,"['happy', 'free', 'playful', 'glad']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She went back till the hill leveled out then sped up.,Lexi was playing at the park.,1
4971,"['assertive', 'surprised', 'excited', 'impressed', 'obligated']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They called them almost s'mores.,Her date insisted they go for sushi.,1
4972,"['slow', 'confident']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","He knew he could do it, he just wasn't sure how fast he could go.",Steve gave Sarah roses on Valentine's Day.,0
4973,"['irritated', 'angry', 'annoyed', 'anger']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She demanded that he stop whistling a jaunty tune.,I downloaded Pokemon Go onto my smart phone.,0
4974,"['nauseous', 'scared', 'mad', 'shocked', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",None seem to work.,Her hair was a different color.,1
4975,"['intrigued', 'grateful', 'desperate']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He asked for work at each business on the street.,After a few hours his mom came in his room and woke him up.,0
4976,"['worried', 'frustrated', 'costly']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 3, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}","Finally, she had collected enough to post bail.",The only issue was they were very expensive.,1
4977,"['glad', 'happy', 'positive', 'my', 'trust', 'nostalgic']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom's friend stayed in touch online.,Halloween is coming around the corner and I don't have any plans.,0
4978,['happy'],"{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She bought a new goldfish similar to her old one.,I had cheese for dessert that very night.,0
4979,"['proud', 'delighted']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Her unique pie won a ribbon in the contest.,Tommy's dad made sure there were no consequences for his actions.,0
4980,"['irritated', 'trapped']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Jeff did not like the band he was in.,When she got it though she regretted it.,0
4981,"['nervous', 'excited', 'joyous']","{'joy': 1, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Kate ended the date early.,"One day, she finally got to audition for a big show.",1
4982,"['flattered', 'friendly', 'happy', 'relief', 'relieved']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When he introduced himself, she was very friendly.",He looks for a pair that is high quality but not too expensive.,0
4983,"['clumsy', 'upset']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","While leaving the office, William closed his finger between the doors.",Zeke won the election and was finally the senator of Texas.,0
4984,"['joy', 'happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",David decided to walk to a park.,Amy was excited about being in her school marching band.,1
4985,"['supportive', 'grateful', 'caring', 'loved', 'happy', 'sympathetic', 'worried', 'sad']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The other bridesmaids gave her their support.,Then she removed the cheese.,0
4986,"['annoyed', 'happy', 'failure', 'intrigued', 'ashamed', 'sad', 'upset']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day a guy she liked said he played piano.,Mary was relieved to learn that Josh had two giant cavities!,0
4987,"['proud', 'helpful', 'happy', 'grateful', 'ecstatic', 'loved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",On moving day friends and family showed up to help.,She struggled all semester long to understand the concepts.,0
4988,"['happy', 'proud']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","He put a piece of wood on top of it, and used it as counter space.",He learned about Native Americans.,1
4989,"['mad', 'defeated', 'angry', 'sad', 'sorry', 'apologetic', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",When he got to the office he realized all the bottles broke!,It was now a collector's item instead of just a toy.,0
4990,"['optimistic', 'anticipation']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jeanie wanted to be class president.,Steve had a crush on Sarah.,0
4991,"['happy', 'joy', 'ecstatic', 'tired', 'relieved', 'comfortable', 'lovable', 'shocked', 'enjoyment']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I bumped my elbow on the table.,I made it safely back to my dad and we loved the concert.,1
4992,"['nurturing', 'affection', 'giving', 'happy', 'determined']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kay decided to make pancakes for her family.,Kansas was the number one overall seed in the basketball tournament.,0
4993,"['ashamed', 'overwhelmed', 'disgust']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 1}",He gave her his coat to warm herself.,Annie realized one day that her house was in disarray.,1
4994,"['sad', 'nervous', 'helpless', 'companionship', 'helpful', 'positive']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He called Jim.,Her parents said that she needed to pass her English test first.,0
4995,"['angry', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 0}",I went to all the classic places and saw as much art as possible.,Tom cancelled it immediately after.,1
4996,"['grateful', 'relieved', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Finally she was able to get on the highway to drive home.,"One day, a businessman joined his group during a picnic.",0
4997,"['amused', 'humorous', 'jovial', 'relaxed']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Together they rolled snow and added decorations.,We joked about other little Georges if they thawed the eggs.,1
4998,"['disappointed', 'sad', 'impatient', 'ambivalent', 'amused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",We were not supposed to leave once we got there.,Bill was too short to ride the roller coaster.,1
4999,"['scared', 'upset', 'frightened']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Julian was afraid of storms.,Timothy didn't have much confidence in himself.,0
5000,"['sad', 'upset', 'hopeful', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sally filed for unemployment at her local government office after.,He put them into a bucket and dragged them to the curb.,0
5001,"['wonderful', 'shock', 'joy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He was so surprised.,They gathered on the field and listened to their coach.,0
5002,"['attentive', 'prepared', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Rachel is now famous because of her blog.,Her radio was still on so she walked over to shut it off.,1
5003,"['satisfied', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His eyes lit up with joy when he saw his best friend instead.,Mary went home and enjoyed the turkey she bought for dinner.,1
5004,"['happy', 'exploration', 'adventurous', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He saw a competition from a soda company.,One day Jack and Diane went for a walk in the woods.,1
5005,"['happy', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My granddaughter Ellie is 20 months old.,Michael had tourettes.,0
5006,"['hopeful', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She ended up giving birth in the store!,My goal is to leg lift over two hundred pounds at the gym.,1
5007,"['worried', 'upset', 'lost']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Dave wanted to dunk on his basketball hoop.,It remained in the bus.,1
5008,"['happy', 'confident', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He was proud, but hard working always pushing himself.",Alan played in the trumpet section for the Christmas parade.,0
5009,"['guilty', 'mournful', 'sad', 'bad', 'feeble']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",They saw that a new pizza restaurant had opened.,Tom never recovered.,1
5010,"['challenged', 'proud', 'joy', 'pride']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It scared him but didn't prevent him from doing his job.,She was able to properly change her tire.,1
5011,"['scared', 'regret', 'pained', 'surprised', 'klutzy']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}",He accidentally slipped on a small toy.,She put it on everything.,0
5012,"['thrilled', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Alicia got a rabbit.,Jane wanted to install a washer in her basement.,0
5013,"['happy', 'anxious', 'exasperated', 'understood', 'sad', 'protective']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",At twenty my mom started worrying I'd be single forever.,He tried out for his high school football team.,0
5014,"['excited', 'excitement', 'blessed', 'happy', 'trust']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She got her dad to help her.,"The only one that wasn't shocked was Phil's ex wife, Angelique.",0
5015,"['reluctant', 'sad', 'happy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}","To appease her, he went on modeling calls and hated it.",She continued to display the picture without her boyfriend in it.,0
5016,"['excited', 'happy', 'eager']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Macy was afraid of her boss's temper.,He loved hiding them for his younger brother and sister.,1
5017,"['betrayed', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",While standing next to the lake one of his friends push him in.,"In addition, Andy saw various fish and marine life that amazed him.",0
5018,"['satisfied', 'proud', 'pleased']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The succulent garden she planted looked great.,Only to find out that those prices had tanked too.,0
5019,"['happy', 'amused']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was an enjoyable trip!,Kelsey was on a trip with her boyfriend.,0
5020,"['enthusiastic', 'excited', 'anticipation']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I ended up being a half hour late.,Andrea went to the cheerleading try-out.,1
5021,"['proud', 'happy', 'confident']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Seth is a great drummer.,Megman burnt the water trying to boil it.,0
5022,"['invigorated', 'pleasant', 'content', 'relaxed', 'enjoyed', 'anticipatory', 'happy', 'calm']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gina and Lisa were walking to the Park.,It felt good to finally live a more active lifestyle.,0
5023,"['proud', 'appreciated', 'thankful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He had finally caught the perp!,The principal thanked Jim for his work.,1
5024,['disgusted'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 3, 'anger': 0, 'anticipation': 0}","Unfortunately, she had to halt to a stop in the parking lot.","There, she saw the sights.",0
5025,"['guilty', 'upset', 'renewed', 'surprised', 'grateful', 'happy', 'relieved', 'helpful']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Alex called his wife to pick up Cole, who now had soiled shoes.",He arrived outside their shambles of a home and had a change of heart.,1
5026,"['love', 'happy', 'romantic']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She decided to tell her parents.,John later bought a farm and a horse as an adult.,0
5027,"['happy', 'nervous', 'self-assured']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He bought a batman action figure.,She started off on a good path.,1
5028,"['satisfied', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She held up an orange sock and a blue one.,The boy had a favorite stuffed animal.,1
5029,"['desire', 'productive', 'happy', 'hopeful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Wade's wife told him to take the trash out.,Andrew wanted to plant an apple tree.,1
5030,['hurt'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The pain was unbearable.,Finally Davis goes fishing for sea bass.,0
5031,"['strong', 'useful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","An hour later, they were zooming around the house.",I opened the large door with my shoulder.,1
5032,"['curious', 'absorbed']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Lucy and her mother were hunting for a movie to rent at Blockbuster.,Gina hung up the phone relieved.,0
5033,"['fulfilled', 'helpful', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Now she encourages others to reach out and volunteer to get involved.,Bella was surprised with a new doll.,0
